10.5,6,74.3790190414794
11,6,79.4816490402229
10,6,80.8217710511233
10.5,6,109.110312049863
10,6,168.627455422591
10,6,260.603859975566
10.5,6,118.448205875063
10,6,112.019835101235
10,6,102.291651526182
10,6,113.546126982664
10,6,107.629507556496
10.5,6,113.617414195842
10.5,6,85.1067986907468
10,6,83.0233022570293
11,6,94.2512500047997
10,6,133.332898212923
10,6,134.735352368055
10.5,6,74.6479308984454
10,6,147.769605819758
10,6,146.110565883252
10,6,217.891195199414
10.5,6,82.0392347614035
10,6,179.417909203815
10,6,140.602771809228
10,6,236.5979758334
10,6,143.78378528483
10,6,123.016971947532
10.5,6,85.2654589281363
10.5,6,138.435784316649
10.5,6,73.4017226069331
10,6,228.406846829424
10,6,132.630319087756
10.5,6,122.727796426946
10.5,6,87.3785693643673
10,6,74.7145177230014
10,6,148.632988052175
10,6,126.673352255211
10,6,139.861187289773
10.5,6,85.1360782795578
10.5,6,91.5058412434827
10,6,216.695468396359
10.5,6,97.7137151693957
10.5,6,88.4179995673878
10,6,239.527814583397
10,6,114.406111326343
10.5,6,89.3823736198751
10.5,6,73.8355775435876
10,6,108.667654498304
10,6,224.514656586724
10.5,6,125.313570295688
10,6,166.266999432903
10,6,95.9677736517041
10,6,164.225237483813
9.5,6,181.590031893394
10,6,103.58516367197
10,6,184.950297432307
11,6,81.0563137623913
10.5,6,79.4593030442132
10.5,6,77.963896461329
10.5,6,132.975660079156
10.5,6,110.695046486839
10.5,6,99.9951909742629
10.5,6,98.7122847066401
10.5,6,107.143051254613
10,6,263.712429534767
10,6,204.347898053849
10,6,128.858268399972
10,6,129.947615301304
10,6,181.357001926536
10.5,6,108.388637109203
10,6,105.610113482045
10.5,6,83.3910263190186
10.5,6,130.210469910482
10,6,121.772366412481
10.5,6,88.7848118924477
10,6,101.365390450839
10.5,6,83.2168332024034
10,6,105.36880496769
10.5,6,79.2374556401445
10.5,6,86.6920057622243
10.5,6,74.370744614483
10,6,161.682930388902
10.5,6,142.78351038318
10.5,6,117.489423343592
10,6,117.365499381065
10.5,6,99.9926230938152
10.5,6,83.1422037806805
10.5,6,115.846766989066
10.5,6,82.941170049367
10.5,6,93.6514724536037
10.5,6,181.94760371224
10,6,107.707498059985
10.5,6,92.3773593857902
11,6,93.8567735124027
10.5,6,79.1600527952578
10.5,6,140.444523390838
10,6,202.515720373684
10,6,101.008697027891
10,6,238.086477703534
10,6,88.3181332447486
